_id;Vokabel;Uebersetzung;Status;Fundstelle;Band;Wortart;Beispielsatz;Hinweis;Tagged;Lemma
1024;(a) must (no pl);(ein) Muss;passiv;6/A1;I;s;;;[('(', '('), ('a', 'DT'), (')', ')'), ('must', 'MD'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['(', 'a', ')', 'must', '(', 'no', 'pl', ')']
1025;stone;Stein;aktiv;6/A1;I;s;A *stone* can be very heavy.;;[('stone', 'NN')];['stone']
1026;fascinating;faszinierend;aktiv;6/A1;I;a;;;[('fascinating', 'VBG')];['fascinating']
1027;circle;Kreis;passiv;6/A1;I;s;;;[('circle', 'NN')];['circle']
1028;see for yourself;"sieh selbst; sehen Sie selbst";passiv;6/A1;I;ph;;;[('see', 'NN'), ('for', 'IN'), ('yourself', 'PRP')];['see', 'for', 'yourself']
1029;visitor;Besucher/in, Gast;aktiv;6/A1;I;s;;;[('visitor', 'NN')];['visitor']
1030;centre;Zentrum, Mitte;aktiv;6/A1;I;s;;;[('centre', 'NN')];['centre']
1031;adventure;Abenteuer, Erlebnis;aktiv;6/A1;I;s;;;[('adventure', 'NN')];['adventure']
1032;on the beach;am Strand;passiv;6/A1;I;ph;;;[('on', 'IN'), ('the', 'DT'), ('beach', 'NN')];['on', 'the', 'beach']
1033;like;wie;aktiv;6/A1;I;pr;There are lots of amazing activities *like* surfing or sailing.;;[('like', 'IN')];['like']
1034;sailing;Segeln;passiv;6/A1;I;s;;;[('sailing', 'VBG')];['sailing']
1035;mountain biking;mountainbiken;passiv;6/A1;I;s;;;[('mountain', 'NN'), ('biking', 'NN')];['mountain', 'biking']
1036;abseiling (no pl);Abseilen;passiv;6/A1;I;s;;;[('abseiling', 'VBG'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['abseiling', '(', 'no', 'pl', ')']
1037;north;Norden, nördlich, Nord-;aktiv;6/A1;I;s/a;;;[('north', 'NN')];['north']
1038;UK (= the United Kingdom);Vereinigtes Königreich;aktiv;6/A1;I;s;;;[('UK', 'NNP'), ('(', '('), ('=', 'VBP'), ('the', 'DT'), ('United', 'NNP'), ('Kingdom', 'NNP'), (')', ')')];['UK', '(', '=', 'the', 'United', 'Kingdom', ')']
1039;the place to go;da muss man einfach hin!;passiv;6/A1;I;ph;;;[('the', 'DT'), ('place', 'NN'), ('to', 'TO'), ('go', 'VB')];['the', 'place', 'to', 'go']
1040;tough;robust, zäh;passiv;6/A1;I;a;;;[('tough', 'JJ')];['tough']
1041;ride;Fahrt;passiv;6/A1;I;s;;;[('ride', 'NN')];['ride']
1042;roller coaster;Achterbahn;passiv;6/A1;I;s;;;[('roller', 'NN'), ('coaster', 'NN')];['roller', 'coaster']
1043;price;Preis;aktiv;6/A1;I;s;;ID102867;[('price', 'NN')];['price']
1044;soccer;Fußball;passiv;6/A1;I;s;;;[('soccer', 'NN')];['soccer']
1045;camp;(Zelt)lager;passiv;6/A1;I;s;;;[('camp', 'NN')];['camp']
1046;to spend;verbringen (Zeit), ausgeben (Geld);aktiv;6/A1;I;irr;I want to *spend* a lot of time with my friends.;;[('to', 'TO'), ('spend', 'VB')];['to', 'spend']
1047;technique;Technik, Verfahren;passiv;6/A1;I;s;;;[('technique', 'NN')];['technique']
1048;coach;Trainer/in;aktiv;6/A1;I;s;Our football *coach* always teaches us new techniques.;;[('coach', 'NN')];['coach']
1049;to be free;frei haben/sein, Zeit für etw haben;aktiv;6/A1;I;ph;Can we meet at six o'clock? *Are* you *free*?;;[('to', 'TO'), ('be', 'VB'), ('free', 'JJ')];['to', 'be', 'free']
1050;ft (= foot, pl feet);Fuß (= 0,3048 Meter);passiv;6/A1;I;s;;;[('ft', 'NN'), ('(', '('), ('=', 'JJ'), ('foot', 'NN'), (',', ','), ('pl', 'JJ'), ('feet', 'NNS'), (')', ')')];['ft', '(', '=', 'foot', ',', 'pl', 'foot', ')']
1051;underground;unter der Erde;passiv;6/A1;I;av;;;[('underground', 'NN')];['underground']
1052;miner;Bergarbeiter/in;passiv;6/A1;I;s;;;[('miner', 'NN')];['miner']
1053;national;national;aktiv;6/A1;I;a;Lisa is very good. She plays for the German *national* team.;;[('national', 'JJ')];['national']
1054;to climb (up);(hinauf)steigen, klettern (auf), besteigen;aktiv;6/A1;I;v;Let's *climb up* Mount Snowdon!;;[('to', 'TO'), ('climb', 'NN'), ('(', '('), ('up', 'RP'), (')', ')')];['to', 'climb', '(', 'up', ')']
1055;coal;Kohle;passiv;6/A1;I;s;;;[('coal', 'NN')];['coal']
1056;dolphin;Delfin;passiv;6/A1;I;s;;;[('dolphin', 'NN')];['dolphin']
1057;coast;Küste;aktiv;6/A1;I;s;;;[('coast', 'NN')];['coast']
1058;to take a tour;eine Reise machen;passiv;6/A1;I;ph;;;[('to', 'TO'), ('take', 'VB'), ('a', 'DT'), ('tour', 'NN')];['to', 'take', 'a', 'tour']
1059;mine;"Bergwerk; Kohlegrube; Mine";passiv;6/A1;I;s;;;[('mine', 'NN')];['mine']
1060;even;selbst, sogar;aktiv;6/A1;I;av;You can *even* find gold in Wales!;;[('even', 'RB')];['even']
1061;experience (no pl);Erfahrung, Erlebnis;aktiv;6/A1;I;s;I saw a dolphin. It was a fascinating *experience*.;;[('experience', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['experience', '(', 'no', 'pl', ')']
1062;attractive;attraktiv, verlockend;aktiv;6/A2;I;a;Greece is a very *attractive* place for a holiday.;;[('attractive', 'JJ')];['attractive']
1063;to rank;einstufen, anordnen;passiv;6/A2;I;v;;;[('to', 'TO'), ('rank', 'VB')];['to', 'rank']
1064;English-speaking;englischsprachig;passiv;6/A3;I;a;;;[('English-speaking', 'NN')];['English-speaking']
1065;diary;Tagebuch;aktiv;6/B1;I;s;Every day I write something in my *diary*.;;[('diary', 'JJ')];['diary']
1066;optimistic;optimistisch;aktiv;6/B1;I;a;;;[('optimistic', 'JJ')];['optimistic']
1067;delighted;hocherfreut, begeistert;aktiv;6/B1;I;a;;;[('delighted', 'JJ')];['delighted']
1068;Dear ...,;Sehr geehrte(r) ..., hier: Liebe(r, s) ...;aktiv;6/B1;I;a;;;[('Dear', 'NN'), ('...', ':'), (',', ',')];['Dear', '...', ',']
1069;awful;furchtbar, schrecklich;aktiv;6/B1;I;a;;;[('awful', 'NN')];['awful']
1070;exam;Prüfung;aktiv;6/B1;I;s;The *exam* was *awful*. I couldn't answer the questions.;;[('exam', 'NN')];['exam']
1071;at all;überhaupt;passiv;6/B1;I;ph;;;[('at', 'IN'), ('all', 'DT')];['at', 'all']
1072;central heating (no pl);Zentralheizung;passiv;6/B1;I;s;;;[('central', 'JJ'), ('heating', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['central', 'heating', '(', 'no', 'pl', ')']
1073;to care (about);sich etw machen (aus);aktiv;6/B1;I;ph;I don't *care about* football. I like basketball.;;[('to', 'TO'), ('care', 'VB'), ('(', '('), ('about', 'IN'), (')', ')')];['to', 'care', '(', 'about', ')']
1074;to go surfing;surfen gehen;aktiv;6/B1;I;ph;;;[('to', 'TO'), ('go', 'VB'), ('surfing', 'VBG')];['to', 'go', 'surfing']
1075;weather;Wetter;aktiv;6/B1;I;s;The *weather* is beautiful. Let's go to the beach.;;[('weather', 'NN')];['weather']
1076;to bet;wetten;passiv;6/B1;I;irr;;;[('to', 'TO'), ('bet', 'VB')];['to', 'bet']
1077;to rain;regnen;aktiv;6/B1;I;v;;;[('to', 'TO'), ('rain', 'VB')];['to', 'rain']
1078;all summer;den ganzen Sommer;aktiv;6/B1;I;ph;It rained *all summer*.;;[('all', 'DT'), ('summer', 'NN')];['all', 'summer']
1079;to be over;vorbei sein;aktiv;6/B1;I;ph;School *is over*. It's the holidays now.;;[('to', 'TO'), ('be', 'VB'), ('over', 'IN')];['to', 'be', 'over']
1080;That would be great.;Das wäre toll.;aktiv;6/B1;I;ph;Tea? - *That would be great*.;;[('That', 'DT'), ('would', 'MD'), ('be', 'VB'), ('great', 'JJ'), ('.', '.')];['That', 'would', 'be', 'great', '.']
1081;exactly;genau;aktiv;6/B1;I;av;I love dogs. So a hamster is not *exactly* my dream pet.;;[('exactly', 'RB')];['exactly']
1082;than;als;passiv;6/B1;I;pr;;;[('than', 'IN')];['than']
1083;Things are looking up.;Es geht wieder aufwärts.;passiv;6/B1;I;ph;;;[('Things', 'NNS'), ('are', 'VBP'), ('looking', 'VBG'), ('up', 'RP'), ('.', '.')];['Things', 'are', 'looking', 'up', '.']
1084;feeling;Gefühl;aktiv;6/B1;I;s;Ella has a good *feeling* about her test.;;[('feeling', 'VBG')];['feeling']
1085;map;(Land)karte, (Stadt)plan;aktiv;6/B2;I;s;;;[('map', 'NN')];['map']
1086;Thank you so much!;Vielen, vielen Dank!;passiv;6/B2;I;ph;;;[('Thank', 'NNP'), ('you', 'PRP'), ('so', 'RB'), ('much', 'JJ'), ('!', '.')];['Thank', 'you', 'so', 'much', '!']
1087;last;letzte(r, s);aktiv;6/B2;I;a;*last* year - this year - next year;;[('last', 'JJ')];['last']
1088;cottage;Landhaus, Hütte;passiv;6/B2;I;s;;;[('cottage', 'NN')];['cottage']
1089;far;weit;passiv;6/B2;I;a;;;[('far', 'RB')];['far']
1090;at first;zuerst;aktiv;6/B2;I;ph;*At first* I didn't like it, but then I enjoyed our holiday.;;[('at', 'IN'), ('first', 'JJ')];['at', 'first']
1091;village;Dorf;passiv;6/B2;I;s;;;[('village', 'NN')];['village']
1092;away;weg;aktiv;6/B2;I;av;3000 kilometres? That's *far away*.;;[('away', 'RB')];['away']
1093;all the time;die ganze Zeit;aktiv;6/B2;I;ph;The shop is open 7 days a week, 24 hours a day. It's open *all the time*.;;[('all', 'PDT'), ('the', 'DT'), ('time', 'NN')];['all', 'the', 'time']
1094;to hide;(sich) verstecken;aktiv;6/B2;I;irr;Jack *hid* behind a tree.;;[('to', 'TO'), ('hide', 'VB')];['to', 'hide']
1095;tower;Turm;aktiv;6/B2;I;s;;;[('tower', 'NN')];['tower']
1096;lady;Frau, Dame;aktiv;6/B2;I;s;*lady*;ID1394787;[('lady', 'NN')];['lady']
1097;to walk up;hinaufgehen;passiv;6/B2;I;v;;;[('to', 'TO'), ('walk', 'VB'), ('up', 'RP')];['to', 'walk', 'up']
1098;lovely;schön, hübsch, nett;aktiv;6/B2;I;av;I like it here. It's a *lovely* place.;;[('lovely', 'RB')];['lovely']
1099;railway;Gleise, Schienen, hier: (Eisen)bahn;passiv;6/B2;I;s;;;[('railway', 'NN')];['railway']
1100;pony-trekking;Ponyreiten;passiv;6/B2;I;s;;;[('pony-trekking', 'NN')];['pony-trekking']
1101;to agree;zustimmen;aktiv;6/B2;I;v;It was a very funny film. - Yes, I *agree*.;;[('to', 'TO'), ('agree', 'VB')];['to', 'agree']
1102;to go to the seaside;ans Meer fahren;aktiv;6/B4;I;ph;Let's *go to the seaside* and enjoy the beach!;;[('to', 'TO'), ('go', 'VB'), ('to', 'TO'), ('the', 'DT'), ('seaside', 'NN')];['to', 'go', 'to', 'the', 'seaside']
1103;seaside (BE, no pl);(Meeres)küste;aktiv;6/B4;I;s;;;[('seaside', 'NN'), ('(', '('), ('BE', 'NNP'), (',', ','), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['seaside', '(', 'BE', ',', 'no', 'pl', ')']
1104;to go camping;zelten gehen;aktiv;6/B4;I;ph;;;[('to', 'TO'), ('go', 'VB'), ('camping', 'VBG')];['to', 'go', 'camping']
1105;sightseeing (no pl);Besichtigungen, Sightseeing;aktiv;6/B4;I;s;;;[('sightseeing', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['sightseeing', '(', 'no', 'pl', ')']
1106;to do sightseeing;eine Besichtigungstour machen;aktiv;6/B4;I;ph;;;[('to', 'TO'), ('do', 'VB'), ('sightseeing', 'VBG')];['to', 'do', 'sightseeing']
1107;to ride;fahren (mit), reiten;aktiv;6/B4;I;irr;I always *ride* my *bike* to school.;;[('to', 'TO'), ('ride', 'VB')];['to', 'ride']
1108;bike (informal);(Fahr)rad;aktiv;6/B4;I;s;;;[('bike', 'NN'), ('(', '('), ('informal', 'JJ'), (')', ')')];['bike', '(', 'informal', ')']
1109;about;über, hier: von;passiv;6/B4;I;pr;;;[('about', 'IN')];['about']
1110;result;Folge, hier: Ergebnis;aktiv;6/B4;I;s;;;[('result', 'NN')];['result']
1111;to stay;bleiben, hier: sich aufhalten, untergebracht sein;aktiv;6/B5;I;v;;;[('to', 'TO'), ('stay', 'VB')];['to', 'stay']
1112;to be called;genannt werden, heißen;aktiv;6/B5;I;ph;George's dog *is called* Patch.;;[('to', 'TO'), ('be', 'VB'), ('called', 'VBN')];['to', 'be', 'called']
1113;orienteering (no pl);Orientierungslauf;aktiv;6/B5;I;s;;;[('orienteering', 'VBG'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['orienteering', '(', 'no', 'pl', ')']
1114;to cost;kosten;passiv;6/B5;I;irr;;;[('to', 'TO'), ('cost', 'VB')];['to', 'cost']
1115;to help out;aushelfen;passiv;6/B5;I;v;;;[('to', 'TO'), ('help', 'VB'), ('out', 'RP')];['to', 'help', 'out']
1116;entry;Eintrag;passiv;6/B8;I;s;;;[('entry', 'NN')];['entry']
1117;sun;Sonne;aktiv;6/C1;I;s;;;[('sun', 'NN')];['sun']
1118;ship;Schiff;aktiv;6/C1;I;s;*ship*;ID1400566;[('ship', 'NN')];['ship']
1119;to sleep late;lange schlafen, ausschlafen;aktiv;6/C1;I;ph;It's Sunday. We can *sleep late*!;;[('to', 'TO'), ('sleep', 'VB'), ('late', 'JJ')];['to', 'sleep', 'late']
1120;around;umher;passiv;6/C1;I;av;;;[('around', 'IN')];['around']
1121;to rhyme;(sich) reimen;passiv;6/C1;I;v;;;[('to', 'TO'), ('rhyme', 'VB')];['to', 'rhyme']
1122;suitcase;Koffer;aktiv;6/C4;I;s;;;[('suitcase', 'NN')];['suitcase']
1123;shoe;Schuh;aktiv;6/C4;I;s;;;[('shoe', 'NN')];['shoe']
1124;sunglasses (pl);Sonnenbrille;aktiv;6/C4;I;s;The weather is great. Don't forget your *sunglasses*.;;[('sunglasses', 'NNS'), ('(', '('), ('pl', 'NN'), (')', ')')];['sunglass', '(', 'pl', ')']
1125;hair dryer;Föhn, Haartrockner;passiv;6/C4;I;s;;;[('hair', 'NN'), ('dryer', 'NN')];['hair', 'dryer']
1126;trainer;Trainer/in, Turnschuh;aktiv;6/C4;I;s;Where are my *trainers*? I want to play basketball.;;[('trainer', 'NN')];['trainer']
1127;swimsuit;"Badeanzug; Badehose";passiv;6/C4;I;s;;;[('swimsuit', 'NN')];['swimsuit']
1128;umbrella;(Regen)schirm;aktiv;6/C4;I;s;*umbrella*;ID1400568;[('umbrella', 'NN')];['umbrella']
1129;camera;Kamera, Fotoapparat;aktiv;6/C4;I;s;Can I take a photo with your *camera*?;;[('camera', 'NN')];['camera']
1130;hiking boots (pl);Wanderschuhe;passiv;6/C4;I;s;;;[('hiking', 'VBG'), ('boots', 'NNS'), ('(', '('), ('pl', 'NN'), (')', ')')];['hiking', 'boot', '(', 'pl', ')']
1131;boot;Stiefel;aktiv;6/C4;I;s;*boot*;ID1400563;[('boot', 'NN')];['boot']
1132;wellington (boot) (BE);Gummistiefel;passiv;6/C4;I;s;;;[('wellington', 'NN'), ('(', '('), ('boot', 'NN'), (')', ')'), ('(', '('), ('BE', 'NNP'), (')', ')')];['wellington', '(', 'boot', ')', '(', 'BE', ')']
1133;on holiday;im Urlaub, in den Ferien;aktiv;6/C4;I;ph;We went to Greece *on holiday*.;;[('on', 'IN'), ('holiday', 'NN')];['on', 'holiday']
1134;at the front (of);vorne;passiv;6/C5;I;ph;;;[('at', 'IN'), ('the', 'DT'), ('front', 'NN'), ('(', '('), ('of', 'IN'), (')', ')')];['at', 'the', 'front', '(', 'of', ')']
1135;to go walking;wandern, spazieren gehen;aktiv;6/C6;I;ph;Let's *go walking*! - I'm afraid I want to go to the beach.;;[('to', 'TO'), ('go', 'VB'), ('walking', 'VBG')];['to', 'go', 'walking']
1136;Scottish;schottisch;passiv;6/C6;I;a;;;[('Scottish', 'JJ')];['Scottish']
1137;only;einzige(r, s);aktiv;6/C6;I;a;;;[('only', 'RB')];['only']
1138;to get to;erreichen;aktiv;6/C6;I;ph;;;[('to', 'TO'), ('get', 'VB'), ('to', 'TO')];['to', 'get', 'to']
1139;Typical! (informal);Typisch!;passiv;6/C6;I;i;;;[('Typical', 'JJ'), ('!', '.'), ('(', '('), ('informal', 'JJ'), (')', ')')];['Typical', '!', '(', 'informal', ')']
1140;island;Insel;aktiv;6/C6;I;s;*island*;ID1400565;[('island', 'NN')];['island']
1141;legend;Sage, Legende;passiv;6/C6;I;s;;;[('legend', 'NN')];['legend']
1142;Viking;"Wikinger/in; wikingisch";passiv;6/C6;I;s/a;;;[('Viking', 'VBG')];['Viking']
1143;troll;Troll (Kobold);passiv;6/C6;I;s;;;[('troll', 'NN')];['troll']
1144;puffin;Papageientaucher;passiv;6/C6;I;s;;;[('puffin', 'NN')];['puffin']
1145;to be interested (in);sich interessieren (für), interessiert sein (an);aktiv;6/C6;I;ph;I like IT. I'*m interested in* computers.;;[('to', 'TO'), ('be', 'VB'), ('interested', 'JJ'), ('(', '('), ('in', 'IN'), (')', ')')];['to', 'be', 'interested', '(', 'in', ')']
1146;tomorrow;morgen;aktiv;6/C6;I;av;yesterday - today - *tomorrow*;;[('tomorrow', 'NN')];['tomorrow']
1147;to go whale-watching;Wale beobachten gehen;passiv;6/C6;I;ph;;;[('to', 'TO'), ('go', 'VB'), ('whale-watching', 'JJ')];['to', 'go', 'whale-watching']
1148;whale;Wal;passiv;6/C6;I;s;;;[('whale', 'NN')];['whale']
1149;to go seal-spotting;Seehunde beobachten gehen;passiv;6/C6;I;ph;;;[('to', 'TO'), ('go', 'VB'), ('seal-spotting', 'JJ')];['to', 'go', 'seal-spotting']
1150;rain (no pl);Regen;aktiv;6/C6;I;s;;;[('rain', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['rain', '(', 'no', 'pl', ')']
1151;sunny;sonnig;aktiv;6/C7;I;a;It's *sunny* and *warm*.;ID1394779;[('sunny', 'NN')];['sunny']
1152;warm;warm;aktiv;6/C7;I;a;;ID1394779;[('warm', 'NN')];['warm']
1153;to spot;entdecken;passiv;6/C7;I;v;;;[('to', 'TO'), ('spot', 'VB')];['to', 'spot']
1154;dinner;Abendessen, Mittagessen;aktiv;6/C7;I;s;;;[('dinner', 'NN')];['dinner']
1155;(full) moon;(Voll)mond;passiv;6/C7;I;s;;;[('(', '('), ('full', 'JJ'), (')', ')'), ('moon', 'NN')];['(', 'full', ')', 'moon']
1156;moon;Mond;passiv;6/C7;I;s;;;[('moon', 'NN')];['moon']
1157;tonight;heute Abend;aktiv;6/C7;I;av;Let's go to the cinema *tonight*. - What about eight o'clock?;;[('tonight', 'NN')];['tonight']
1158;to spoil (it for sb);(es jdm) verderben;passiv;6/C7;I;ph;;;[('to', 'TO'), ('spoil', 'VB'), ('(', '('), ('it', 'PRP'), ('for', 'IN'), ('sb', 'NN'), (')', ')')];['to', 'spoil', '(', 'it', 'for', 'sb', ')']
1159;toward(s);in Richtung;aktiv;6/C7;I;pr;;;[('toward', 'IN'), ('(', '('), ('s', 'NN'), (')', ')')];['toward', '(', 's', ')']
1160;moonlight;Mondlicht;passiv;6/C7;I;s;;;[('moonlight', 'NN')];['moonlight']
1161;cloud;Wolke;aktiv;6/C7;I;s;The sun is hiding behind the *clouds*.;;[('cloud', 'NN')];['cloud']
1162;across;über;aktiv;6/C7;I;pr;I am walking *across* the street.;;[('across', 'IN')];['across']
1163;to work;arbeiten, hier: funktionieren;aktiv;6/C7;I;v;Charlie's trick *worked*.;;[('to', 'TO'), ('work', 'VB')];['to', 'work']
1164;quickly;schnell;aktiv;6/C7;I;av;We have to work *quickly*.;;[('quickly', 'RB')];['quickly']
1165;ending;Ende, Schluss;passiv;6/C7;I;s;;;[('ending', 'VBG')];['ending']
1166;postcard;Postkarte;aktiv;6/C9;I;s;Can you send me a *postcard* from Greece?;;[('postcard', 'NN')];['postcard']
1167;to puzzle out;herausfinden, entschlüsseln;passiv;6/C9;I;ph;;;[('to', 'TO'), ('puzzle', 'VB'), ('out', 'RP')];['to', 'puzzle', 'out']
1168;See you soon! (informal);bis bald!;aktiv;6/C9;I;ph;Bye! - *See you soon*!;;[('See', 'VB'), ('you', 'PRP'), ('soon', 'RB'), ('!', '.'), ('(', '('), ('informal', 'JJ'), (')', ')')];['See', 'you', 'soon', '!', '(', 'informal', ')']
1169;to look forward to doing sth;sich darauf freuen, etw zu tun;aktiv;6/C9;I;ph;*I'm looking forward to going to the beach*.;;[('to', 'TO'), ('look', 'VB'), ('forward', 'RB'), ('to', 'TO'), ('doing', 'VBG'), ('sth', 'NN')];['to', 'look', 'forward', 'to', 'doing', 'sth']
1170;to look forward to sth;sich auf etw freuen;aktiv;6/C9;I;ph;*I'm looking forward to the party*.;;[('to', 'TO'), ('look', 'VB'), ('forward', 'RB'), ('to', 'TO'), ('sth', 'VB')];['to', 'look', 'forward', 'to', 'sth']
1171;to wish;wünschen;aktiv;6/C9;I;v;;;[('to', 'TO'), ('wish', 'VB')];['to', 'wish']
1172;Wish you were here!;(ich) wünschte, du wärst hier!;passiv;6/C9;I;ph;;;[('Wish', 'JJ'), ('you', 'PRP'), ('were', 'VBD'), ('here', 'RB'), ('!', '.')];['Wish', 'you', 'were', 'here', '!']
1173;love;Liebe, hier: alles Liebe (Briefschlussformel);passiv;6/C9;I;s;;;[('love', 'NN')];['love']
1174;to send;(zu)schicken;aktiv;6/C11;I;irr;Please *send* me a letter from London.;;[('to', 'TO'), ('send', 'VB')];['to', 'send']
1175;souvenir;Andenken, Souvenir;passiv;1/A;II;s;;;[('souvenir', 'NN')];['souvenir']
1176;as ... as;so ... wie;aktiv;1/A1;II;ph;John is *as* tall *as* Mark.;ID 1389846;[('as', 'RB'), ('...', ':'), ('as', 'IN')];['a', '...', 'a']
1177;most;(die) meisten;aktiv;1/A1;II;a;*Most* children like chocolate.;;[('most', 'JJS')];['most']
1178;to organize;organisieren, hier: ordnen;aktiv;1/A1;II;v;;;[('to', 'TO'), ('organize', 'VB')];['to', 'organize']
1179;back;(wieder) zurück;aktiv;1/A2;II;av;It’s September. The pupils are *back* from holiday.;;[('back', 'RB')];['back']
1180;to complete;vervollständigen, ausfüllen;aktiv;1/A2;II;v;*Complete* the grid.;;[('to', 'TO'), ('complete', 'VB')];['to', 'complete']
1181;grid;Gitter(netz), hier: Tabelle;aktiv;1/A2;II;s;Complete the *grid*.;;[('grid', 'NN')];['grid']
1182;whose;wessen;aktiv;1/A2;II;p;;ID 4754620;[('whose', 'WP$')];['whose']
1183;which;welche(r, s);aktiv;1/A2;II;d;;;[('which', 'WDT')];['which']
1184;best;am liebsten/am meisten;aktiv;1/A2;II;av;I like a holiday by the sea *best*.;;[('best', 'JJS')];['best']
1185;to prepare;vorbereiten, erstellen;aktiv;1/A3;II;v;At the weekend, Lynn *prepares* breakfast for her parents.;;[('to', 'TO'), ('prepare', 'VB')];['to', 'prepare']
1186;to ask (for sth);(um etw) bitten;aktiv;1/A3;II;v;You can *ask* Sarah *for* help.;;[('to', 'TO'), ('ask', 'VB'), ('(', '('), ('for', 'IN'), ('sth', 'NN'), (')', ')')];['to', 'ask', '(', 'for', 'sth', ')']
1187;to collect;sammeln, hier: aufheben;aktiv;1/A3;II;v;The teacher *collected* the pupils’ homework.;;[('to', 'TO'), ('collect', 'VB')];['to', 'collect']
1188;home town;Heimatstadt;passiv;1/A3;II;s;;;[('home', 'NN'), ('town', 'NN')];['home', 'town']
1189;to find out;herausfinden;aktiv;1/A3;II;irr;Look on the Internet to *find out* more about the Isle of Lewis.;;[('to', 'TO'), ('find', 'VB'), ('out', 'RP')];['to', 'find', 'out']
1190;(too) bad;(zu) schade;passiv;1/A3;II;ph;;;[('(', '('), ('too', 'RB'), (')', ')'), ('bad', 'JJ')];['(', 'too', ')', 'bad']
1191;exciting;aufregend, spannend;aktiv;1/A3;II;a;;;[('exciting', 'VBG')];['exciting']
1192;camping (no pl);Camping, Zelten;passiv;1/A3;II;s;;;[('camping', 'VBG'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['camping', '(', 'no', 'pl', ')']
1193;rainy;regnerisch;passiv;1/A3;II;a;;;[('rainy', 'NN')];['rainy']
1194;cloudy;bewölkt, bedeckt;passiv;1/A3;II;a;;;[('cloudy', 'NN')];['cloudy']
1195;foggy;neblig;passiv;1/A3;II;a;;;[('foggy', 'NN')];['foggy']
1196;snowy;schneereich;passiv;1/A3;II;a;;;[('snowy', 'NN')];['snowy']
1197;presentation;Präsentation;aktiv;1/A3;II;s;Jill’s *presentation* was very good.;ID 1401925;[('presentation', 'NN')];['presentation']
1198;to speak up;lauter sprechen;passiv;1/A3;II;irr;;;[('to', 'TO'), ('speak', 'VB'), ('up', 'RP')];['to', 'speak', 'up']
1199;clear;klar, deutlich;passiv;1/A3;II;a;;;[('clear', 'JJ')];['clear']
1200;neat;ordentlich, sauber;passiv;1/A3;II;a;;;[('neat', 'NN')];['neat']
1201;tidy;ordentlich;passiv;1/A3;II;a;;;[('tidy', 'NN')];['tidy']
1202;a bit;ein bisschen, ein wenig;aktiv;1/A3;II;ph;Could you speak up *a bit*, please? I can’t hear you.;;[('a', 'DT'), ('bit', 'NN')];['a', 'bit']
1203;informative;informativ;passiv;1/A3;II;a;;;[('informative', 'JJ')];['informative']
1204;about;über;passiv;1/B1;II;pr;;;[('about', 'IN')];['about']
1205;to note down;(sich) notieren;aktiv;1/B1;II;ph;to *note down* = to write down;;[('to', 'TO'), ('note', 'VB'), ('down', 'RP')];['to', 'note', 'down']
1206;cute;süß, niedlich;passiv;1/B1;II;a;;;[('cute', 'NN')];['cute']
1207;snow (no pl);Schnee;aktiv;1/B1;II;s;Last winter, there was a lot of *snow*.;;[('snow', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['snow', '(', 'no', 'pl', ')']
