Id;Vokabel;Uebersetzung;Status;Fundstelle;Band;Wortart;Beispielsatz;Hinweis;Tagged;Lemma;SentId
1019;isle;Insel, Eiland;passiv;6/A1;I;s;;;[('isle', 'NN')];['isle'];['747']
1020;sea (no pl);Meer, (die) See;aktiv;6/A1;I;s;Fish live in the *sea*.;;[('sea', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['sea', '(', 'no', 'pl', ')'];None
1021;beach;Strand;aktiv;6/A1;I;s;;;[('beach', 'NN')];['beach'];['747']
1022;mountain;Berg;aktiv;6/A1;I;s;;ID1394769;[('mountain', 'NN')];['mountain'];['747']
1023;Scotland;Schottland;aktiv;6/A1;I;s;;;[('Scotland', 'NN')];['Scotland'];['747']
1024;(a) must (no pl);(ein) Muss;passiv;6/A1;I;s;;;[('(', '('), ('a', 'DT'), (')', ')'), ('must', 'MD'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['(', 'a', ')', 'must', '(', 'no', 'pl', ')'];None
1025;stone;Stein;aktiv;6/A1;I;s;A *stone* can be very heavy.;;[('stone', 'NN')];['stone'];['750']
1026;fascinating;faszinierend;aktiv;6/A1;I;a;;;[('fascinating', 'VBG')];['fascinating'];['758']
1027;circle;Kreis;passiv;6/A1;I;s;;;[('circle', 'NN')];['circle'];None
1028;see for yourself;"sieh selbst; sehen Sie selbst";passiv;6/A1;I;ph;;;[('see', 'NN'), ('for', 'IN'), ('yourself', 'PRP')];['see', 'for', 'yourself'];['749']
1029;visitor;Besucher/in, Gast;aktiv;6/A1;I;s;;;[('visitor', 'NN')];['visitor'];['750']
1030;centre;Zentrum, Mitte;aktiv;6/A1;I;s;;;[('centre', 'NN')];['centre'];['750']
1031;adventure;Abenteuer, Erlebnis;aktiv;6/A1;I;s;;;[('adventure', 'NN')];['adventure'];None
1032;on the beach;am Strand;passiv;6/A1;I;ph;;;[('on', 'IN'), ('the', 'DT'), ('beach', 'NN')];['on', 'the', 'beach'];None
1033;like;wie;aktiv;6/A1;I;pr;There are lots of amazing activities *like* surfing or sailing.;;[('like', 'IN')];['like'];None
1034;sailing;Segeln;passiv;6/A1;I;s;;;[('sailing', 'VBG')];['sailing'];None
1035;mountain biking;mountainbiken;passiv;6/A1;I;s;;;[('mountain', 'NN'), ('biking', 'NN')];['mountain', 'biking'];None
1036;abseiling (no pl);Abseilen;passiv;6/A1;I;s;;;[('abseiling', 'VBG'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['abseiling', '(', 'no', 'pl', ')'];None
1037;north;Norden, nördlich, Nord-;aktiv;6/A1;I;s/a;;;[('north', 'NN')];['north'];None
1038;UK (= the United Kingdom);Vereinigtes Königreich;aktiv;6/A1;I;s;;;[('UK', 'NNP'), ('(', '('), ('=', 'VBP'), ('the', 'DT'), ('United', 'NNP'), ('Kingdom', 'NNP'), (')', ')')];['UK', '(', '=', 'the', 'United', 'Kingdom', ')'];None
1039;the place to go;da muss man einfach hin!;passiv;6/A1;I;ph;;;[('the', 'DT'), ('place', 'NN'), ('to', 'TO'), ('go', 'VB')];['the', 'place', 'to', 'go'];['754']
1040;tough;robust, zäh;passiv;6/A1;I;a;;;[('tough', 'JJ')];['tough'];None
1041;ride;Fahrt;passiv;6/A1;I;s;;;[('ride', 'NN')];['ride'];None
1042;roller coaster;Achterbahn;passiv;6/A1;I;s;;;[('roller', 'NN'), ('coaster', 'NN')];['roller', 'coaster'];None
1043;price;Preis;aktiv;6/A1;I;s;;ID102867;[('price', 'NN')];['price'];None
1044;soccer;Fußball;passiv;6/A1;I;s;;;[('soccer', 'NN')];['soccer'];None
1045;camp;(Zelt)lager;passiv;6/A1;I;s;;;[('camp', 'NN')];['camp'];None
1046;to spend;verbringen (Zeit), ausgeben (Geld);aktiv;6/A1;I;irr;I want to *spend* a lot of time with my friends.;;[('to', 'TO'), ('spend', 'VB')];['to', 'spend'];None
1047;technique;Technik, Verfahren;passiv;6/A1;I;s;;;[('technique', 'NN')];['technique'];None
1048;coach;Trainer/in;aktiv;6/A1;I;s;Our football *coach* always teaches us new techniques.;;[('coach', 'NN')];['coach'];None
1049;to be free;frei haben/sein, Zeit für etw haben;aktiv;6/A1;I;ph;Can we meet at six o'clock? *Are* you *free*?;;[('to', 'TO'), ('be', 'VB'), ('free', 'JJ')];['to', 'be', 'free'];None
1050;ft (= foot, pl feet);Fuß (= 0,3048 Meter);passiv;6/A1;I;s;;;[('ft', 'NN'), ('(', '('), ('=', 'JJ'), ('foot', 'NN'), (',', ','), ('pl', 'JJ'), ('feet', 'NNS'), (')', ')')];['ft', '(', '=', 'foot', ',', 'pl', 'foot', ')'];None
1051;underground;unter der Erde;passiv;6/A1;I;av;;;[('underground', 'NN')];['underground'];None
1052;miner;Bergarbeiter/in;passiv;6/A1;I;s;;;[('miner', 'NN')];['miner'];None
1053;national;national;aktiv;6/A1;I;a;Lisa is very good. She plays for the German *national* team.;;[('national', 'JJ')];['national'];None
1054;to climb (up);(hinauf)steigen, klettern (auf), besteigen;aktiv;6/A1;I;v;Let's *climb up* Mount Snowdon!;;[('to', 'TO'), ('climb', 'NN'), ('(', '('), ('up', 'RP'), (')', ')')];['to', 'climb', '(', 'up', ')'];None
1055;coal;Kohle;passiv;6/A1;I;s;;;[('coal', 'NN')];['coal'];None
1056;dolphin;Delfin;passiv;6/A1;I;s;;;[('dolphin', 'NN')];['dolphin'];['763']
1057;coast;Küste;aktiv;6/A1;I;s;;;[('coast', 'NN')];['coast'];['763']
1058;to take a tour;eine Reise machen;passiv;6/A1;I;ph;;;[('to', 'TO'), ('take', 'VB'), ('a', 'DT'), ('tour', 'NN')];['to', 'take', 'a', 'tour'];None
1059;mine;"Bergwerk; Kohlegrube; Mine";passiv;6/A1;I;s;;;[('mine', 'NN')];['mine'];['758']
1060;even;selbst, sogar;aktiv;6/A1;I;av;You can *even* find gold in Wales!;;[('even', 'RB')];['even'];None
1061;experience (no pl);Erfahrung, Erlebnis;aktiv;6/A1;I;s;I saw a dolphin. It was a fascinating *experience*.;;[('experience', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['experience', '(', 'no', 'pl', ')'];['759']
1062;attractive;attraktiv, verlockend;aktiv;6/A2;I;a;Greece is a very *attractive* place for a holiday.;;[('attractive', 'JJ')];['attractive'];None
1063;to rank;einstufen, anordnen;passiv;6/A2;I;v;;;[('to', 'TO'), ('rank', 'VB')];['to', 'rank'];None
1064;English-speaking;englischsprachig;passiv;6/A3;I;a;;;[('English-speaking', 'NN')];['English-speaking'];['761']
1065;diary;Tagebuch;aktiv;6/B1;I;s;Every day I write something in my *diary*.;;[('diary', 'JJ')];['diary'];['833']
1066;optimistic;optimistisch;aktiv;6/B1;I;a;;;[('optimistic', 'JJ')];['optimistic'];None
1067;delighted;hocherfreut, begeistert;aktiv;6/B1;I;a;;;[('delighted', 'JJ')];['delighted'];['807']
1068;Dear ...,;Sehr geehrte(r) ..., hier: Liebe(r, s) ...;aktiv;6/B1;I;a;;;[('Dear', 'NN'), ('...', ':'), (',', ',')];['Dear', '...', ','];None
1069;awful;furchtbar, schrecklich;aktiv;6/B1;I;a;;;[('awful', 'NN')];['awful'];None
1070;exam;Prüfung;aktiv;6/B1;I;s;The *exam* was *awful*. I couldn't answer the questions.;;[('exam', 'NN')];['exam'];['765']
1071;at all;überhaupt;passiv;6/B1;I;ph;;;[('at', 'IN'), ('all', 'DT')];['at', 'all'];['776', '789']
1072;central heating (no pl);Zentralheizung;passiv;6/B1;I;s;;;[('central', 'JJ'), ('heating', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['central', 'heating', '(', 'no', 'pl', ')'];['775', '777']
1073;to care (about);sich etw machen (aus);aktiv;6/B1;I;ph;I don't *care about* football. I like basketball.;;[('to', 'TO'), ('care', 'VB'), ('(', '('), ('about', 'IN'), (')', ')')];['to', 'care', '(', 'about', ')'];['775']
1074;to go surfing;surfen gehen;aktiv;6/B1;I;ph;;;[('to', 'TO'), ('go', 'VB'), ('surfing', 'VBG')];['to', 'go', 'surfing'];None
1075;weather;Wetter;aktiv;6/B1;I;s;The *weather* is beautiful. Let's go to the beach.;;[('weather', 'NN')];['weather'];['779']
1076;to bet;wetten;passiv;6/B1;I;irr;;;[('to', 'TO'), ('bet', 'VB')];['to', 'bet'];['780']
1077;to rain;regnen;aktiv;6/B1;I;v;;;[('to', 'TO'), ('rain', 'VB')];['to', 'rain'];['780']
1078;all summer;den ganzen Sommer;aktiv;6/B1;I;ph;It rained *all summer*.;;[('all', 'DT'), ('summer', 'NN')];['all', 'summer'];['780']
1079;to be over;vorbei sein;aktiv;6/B1;I;ph;School *is over*. It's the holidays now.;;[('to', 'TO'), ('be', 'VB'), ('over', 'IN')];['to', 'be', 'over'];None
1080;That would be great.;Das wäre toll.;aktiv;6/B1;I;ph;Tea? - *That would be great*.;;[('That', 'DT'), ('would', 'MD'), ('be', 'VB'), ('great', 'JJ'), ('.', '.')];['That', 'would', 'be', 'great', '.'];None
1081;exactly;genau;aktiv;6/B1;I;av;I love dogs. So a hamster is not *exactly* my dream pet.;;[('exactly', 'RB')];['exactly'];['774']
1082;than;als;passiv;6/B1;I;pr;;;[('than', 'IN')];['than'];['774']
1083;Things are looking up.;Es geht wieder aufwärts.;passiv;6/B1;I;ph;;;[('Things', 'NNS'), ('are', 'VBP'), ('looking', 'VBG'), ('up', 'RP'), ('.', '.')];['Things', 'are', 'looking', 'up', '.'];['778']
1084;feeling;Gefühl;aktiv;6/B1;I;s;Ella has a good *feeling* about her test.;;[('feeling', 'VBG')];['feeling'];None
1085;map;(Land)karte, (Stadt)plan;aktiv;6/B2;I;s;;;[('map', 'NN')];['map'];['785', '798']
1086;Thank you so much!;Vielen, vielen Dank!;passiv;6/B2;I;ph;;;[('Thank', 'NNP'), ('you', 'PRP'), ('so', 'RB'), ('much', 'JJ'), ('!', '.')];['Thank', 'you', 'so', 'much', '!'];None
1087;last;letzte(r, s);aktiv;6/B2;I;a;*last* year - this year - next year;;[('last', 'JJ')];['last'];['785', '831']
1088;cottage;Landhaus, Hütte;passiv;6/B2;I;s;;;[('cottage', 'NN')];['cottage'];['786']
1089;far;weit;passiv;6/B2;I;a;;;[('far', 'RB')];['far'];['786', '787']
1090;at first;zuerst;aktiv;6/B2;I;ph;*At first* I didn't like it, but then I enjoyed our holiday.;;[('at', 'IN'), ('first', 'JJ')];['at', 'first'];['787']
1091;village;Dorf;passiv;6/B2;I;s;;;[('village', 'NN')];['village'];['787']
1092;away;weg;aktiv;6/B2;I;av;3000 kilometres? That's *far away*.;;[('away', 'RB')];['away'];['787']
1093;all the time;die ganze Zeit;aktiv;6/B2;I;ph;The shop is open 7 days a week, 24 hours a day. It's open *all the time*.;;[('all', 'PDT'), ('the', 'DT'), ('time', 'NN')];['all', 'the', 'time'];['789']
1094;to hide;(sich) verstecken;aktiv;6/B2;I;irr;Jack *hid* behind a tree.;;[('to', 'TO'), ('hide', 'VB')];['to', 'hide'];None
1095;tower;Turm;aktiv;6/B2;I;s;;;[('tower', 'NN')];['tower'];None
1096;lady;Frau, Dame;aktiv;6/B2;I;s;*lady*;ID1394787;[('lady', 'NN')];['lady'];None
1097;to walk up;hinaufgehen;passiv;6/B2;I;v;;;[('to', 'TO'), ('walk', 'VB'), ('up', 'RP')];['to', 'walk', 'up'];['794']
1098;lovely;schön, hübsch, nett;aktiv;6/B2;I;av;I like it here. It's a *lovely* place.;;[('lovely', 'RB')];['lovely'];['796']
1099;railway;Gleise, Schienen, hier: (Eisen)bahn;passiv;6/B2;I;s;;;[('railway', 'NN')];['railway'];['796']
1100;pony-trekking;Ponyreiten;passiv;6/B2;I;s;;;[('pony-trekking', 'NN')];['pony-trekking'];['798']
1101;to agree;zustimmen;aktiv;6/B2;I;v;It was a very funny film. - Yes, I *agree*.;;[('to', 'TO'), ('agree', 'VB')];['to', 'agree'];None
1102;to go to the seaside;ans Meer fahren;aktiv;6/B4;I;ph;Let's *go to the seaside* and enjoy the beach!;;[('to', 'TO'), ('go', 'VB'), ('to', 'TO'), ('the', 'DT'), ('seaside', 'NN')];['to', 'go', 'to', 'the', 'seaside'];None
1103;seaside (BE, no pl);(Meeres)küste;aktiv;6/B4;I;s;;;[('seaside', 'NN'), ('(', '('), ('BE', 'NNP'), (',', ','), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['seaside', '(', 'BE', ',', 'no', 'pl', ')'];None
1104;to go camping;zelten gehen;aktiv;6/B4;I;ph;;;[('to', 'TO'), ('go', 'VB'), ('camping', 'VBG')];['to', 'go', 'camping'];None
1105;sightseeing (no pl);Besichtigungen, Sightseeing;aktiv;6/B4;I;s;;;[('sightseeing', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['sightseeing', '(', 'no', 'pl', ')'];None
1106;to do sightseeing;eine Besichtigungstour machen;aktiv;6/B4;I;ph;;;[('to', 'TO'), ('do', 'VB'), ('sightseeing', 'VBG')];['to', 'do', 'sightseeing'];None
1107;to ride;fahren (mit), reiten;aktiv;6/B4;I;irr;I always *ride* my *bike* to school.;;[('to', 'TO'), ('ride', 'VB')];['to', 'ride'];None
1108;bike (informal);(Fahr)rad;aktiv;6/B4;I;s;;;[('bike', 'NN'), ('(', '('), ('informal', 'JJ'), (')', ')')];['bike', '(', 'informal', ')'];None
1109;about;über, hier: von;passiv;6/B4;I;pr;;;[('about', 'IN')];['about'];['775', '784', '815']
1110;result;Folge, hier: Ergebnis;aktiv;6/B4;I;s;;;[('result', 'NN')];['result'];None
1111;to stay;bleiben, hier: sich aufhalten, untergebracht sein;aktiv;6/B5;I;v;;;[('to', 'TO'), ('stay', 'VB')];['to', 'stay'];['775', '822']
1112;to be called;genannt werden, heißen;aktiv;6/B5;I;ph;George's dog *is called* Patch.;;[('to', 'TO'), ('be', 'VB'), ('called', 'VBN')];['to', 'be', 'called'];None
1113;orienteering (no pl);Orientierungslauf;aktiv;6/B5;I;s;;;[('orienteering', 'VBG'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['orienteering', '(', 'no', 'pl', ')'];None
1114;to cost;kosten;passiv;6/B5;I;irr;;;[('to', 'TO'), ('cost', 'VB')];['to', 'cost'];['823', '824']
1115;to help out;aushelfen;passiv;6/B5;I;v;;;[('to', 'TO'), ('help', 'VB'), ('out', 'RP')];['to', 'help', 'out'];['828']
1116;entry;Eintrag;passiv;6/B8;I;s;;;[('entry', 'NN')];['entry'];['833']
1117;sun;Sonne;aktiv;6/C1;I;s;;;[('sun', 'NN')];['sun'];None
1118;ship;Schiff;aktiv;6/C1;I;s;*ship*;ID1400566;[('ship', 'NN')];['ship'];['850']
1119;to sleep late;lange schlafen, ausschlafen;aktiv;6/C1;I;ph;It's Sunday. We can *sleep late*!;;[('to', 'TO'), ('sleep', 'VB'), ('late', 'JJ')];['to', 'sleep', 'late'];None
1120;around;umher;passiv;6/C1;I;av;;;[('around', 'IN')];['around'];None
1121;to rhyme;(sich) reimen;passiv;6/C1;I;v;;;[('to', 'TO'), ('rhyme', 'VB')];['to', 'rhyme'];None
1122;suitcase;Koffer;aktiv;6/C4;I;s;;;[('suitcase', 'NN')];['suitcase'];None
1123;shoe;Schuh;aktiv;6/C4;I;s;;;[('shoe', 'NN')];['shoe'];None
1124;sunglasses (pl);Sonnenbrille;aktiv;6/C4;I;s;The weather is great. Don't forget your *sunglasses*.;;[('sunglasses', 'NNS'), ('(', '('), ('pl', 'NN'), (')', ')')];['sunglass', '(', 'pl', ')'];None
1125;hair dryer;Föhn, Haartrockner;passiv;6/C4;I;s;;;[('hair', 'NN'), ('dryer', 'NN')];['hair', 'dryer'];None
1126;trainer;Trainer/in, Turnschuh;aktiv;6/C4;I;s;Where are my *trainers*? I want to play basketball.;;[('trainer', 'NN')];['trainer'];None
1127;swimsuit;"Badeanzug; Badehose";passiv;6/C4;I;s;;;[('swimsuit', 'NN')];['swimsuit'];None
1128;umbrella;(Regen)schirm;aktiv;6/C4;I;s;*umbrella*;ID1400568;[('umbrella', 'NN')];['umbrella'];None
1129;camera;Kamera, Fotoapparat;aktiv;6/C4;I;s;Can I take a photo with your *camera*?;;[('camera', 'NN')];['camera'];None
1130;hiking boots (pl);Wanderschuhe;passiv;6/C4;I;s;;;[('hiking', 'VBG'), ('boots', 'NNS'), ('(', '('), ('pl', 'NN'), (')', ')')];['hiking', 'boot', '(', 'pl', ')'];None
1131;boot;Stiefel;aktiv;6/C4;I;s;*boot*;ID1400563;[('boot', 'NN')];['boot'];None
1132;wellington (boot) (BE);Gummistiefel;passiv;6/C4;I;s;;;[('wellington', 'NN'), ('(', '('), ('boot', 'NN'), (')', ')'), ('(', '('), ('BE', 'NNP'), (')', ')')];['wellington', '(', 'boot', ')', '(', 'BE', ')'];None
1133;on holiday;im Urlaub, in den Ferien;aktiv;6/C4;I;ph;We went to Greece *on holiday*.;;[('on', 'IN'), ('holiday', 'NN')];['on', 'holiday'];None
1134;at the front (of);vorne;passiv;6/C5;I;ph;;;[('at', 'IN'), ('the', 'DT'), ('front', 'NN'), ('(', '('), ('of', 'IN'), (')', ')')];['at', 'the', 'front', '(', 'of', ')'];None
1135;to go walking;wandern, spazieren gehen;aktiv;6/C6;I;ph;Let's *go walking*! - I'm afraid I want to go to the beach.;;[('to', 'TO'), ('go', 'VB'), ('walking', 'VBG')];['to', 'go', 'walking'];['841']
1136;Scottish;schottisch;passiv;6/C6;I;a;;;[('Scottish', 'JJ')];['Scottish'];None
1137;only;einzige(r, s);aktiv;6/C6;I;a;;;[('only', 'RB')];['only'];['844', '859']
1138;to get to;erreichen;aktiv;6/C6;I;ph;;;[('to', 'TO'), ('get', 'VB'), ('to', 'TO')];['to', 'get', 'to'];None
1139;Typical! (informal);Typisch!;passiv;6/C6;I;i;;;[('Typical', 'JJ'), ('!', '.'), ('(', '('), ('informal', 'JJ'), (')', ')')];['Typical', '!', '(', 'informal', ')'];None
1140;island;Insel;aktiv;6/C6;I;s;*island*;ID1400565;[('island', 'NN')];['island'];['848', '853']
1141;legend;Sage, Legende;passiv;6/C6;I;s;;;[('legend', 'NN')];['legend'];['848', '851']
1142;Viking;"Wikinger/in; wikingisch";passiv;6/C6;I;s/a;;;[('Viking', 'VBG')];['Viking'];None
1143;troll;Troll (Kobold);passiv;6/C6;I;s;;;[('troll', 'NN')];['troll'];['853', '854']
1144;puffin;Papageientaucher;passiv;6/C6;I;s;;;[('puffin', 'NN')];['puffin'];['859']
1145;to be interested (in);sich interessieren (für), interessiert sein (an);aktiv;6/C6;I;ph;I like IT. I'*m interested in* computers.;;[('to', 'TO'), ('be', 'VB'), ('interested', 'JJ'), ('(', '('), ('in', 'IN'), (')', ')')];['to', 'be', 'interested', '(', 'in', ')'];None
1146;tomorrow;morgen;aktiv;6/C6;I;av;yesterday - today - *tomorrow*;;[('tomorrow', 'NN')];['tomorrow'];['852']
1147;to go whale-watching;Wale beobachten gehen;passiv;6/C6;I;ph;;;[('to', 'TO'), ('go', 'VB'), ('whale-watching', 'JJ')];['to', 'go', 'whale-watching'];None
1148;whale;Wal;passiv;6/C6;I;s;;;[('whale', 'NN')];['whale'];None
1149;to go seal-spotting;Seehunde beobachten gehen;passiv;6/C6;I;ph;;;[('to', 'TO'), ('go', 'VB'), ('seal-spotting', 'JJ')];['to', 'go', 'seal-spotting'];None
1150;rain (no pl);Regen;aktiv;6/C6;I;s;;;[('rain', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['rain', '(', 'no', 'pl', ')'];['846', '858']
1151;sunny;sonnig;aktiv;6/C7;I;a;It's *sunny* and *warm*.;ID1394779;[('sunny', 'NN')];['sunny'];['862']
1152;warm;warm;aktiv;6/C7;I;a;;ID1394779;[('warm', 'NN')];['warm'];['862']
1153;to spot;entdecken;passiv;6/C7;I;v;;;[('to', 'TO'), ('spot', 'VB')];['to', 'spot'];['863']
1154;dinner;Abendessen, Mittagessen;aktiv;6/C7;I;s;;;[('dinner', 'NN')];['dinner'];['865']
1155;(full) moon;(Voll)mond;passiv;6/C7;I;s;;;[('(', '('), ('full', 'JJ'), (')', ')'), ('moon', 'NN')];['(', 'full', ')', 'moon'];['867', '875']
1156;moon;Mond;passiv;6/C7;I;s;;;[('moon', 'NN')];['moon'];['867', '875']
1157;tonight;heute Abend;aktiv;6/C7;I;av;Let's go to the cinema *tonight*. - What about eight o'clock?;;[('tonight', 'NN')];['tonight'];['867']
1158;to spoil (it for sb);(es jdm) verderben;passiv;6/C7;I;ph;;;[('to', 'TO'), ('spoil', 'VB'), ('(', '('), ('it', 'PRP'), ('for', 'IN'), ('sb', 'NN'), (')', ')')];['to', 'spoil', '(', 'it', 'for', 'sb', ')'];None
1159;toward(s);in Richtung;aktiv;6/C7;I;pr;;;[('toward', 'IN'), ('(', '('), ('s', 'NN'), (')', ')')];['toward', '(', 's', ')'];None
1160;moonlight;Mondlicht;passiv;6/C7;I;s;;;[('moonlight', 'NN')];['moonlight'];None
1161;cloud;Wolke;aktiv;6/C7;I;s;The sun is hiding behind the *clouds*.;;[('cloud', 'NN')];['cloud'];['875']
1162;across;über;aktiv;6/C7;I;pr;I am walking *across* the street.;;[('across', 'IN')];['across'];['875']
1163;to work;arbeiten, hier: funktionieren;aktiv;6/C7;I;v;Charlie's trick *worked*.;;[('to', 'TO'), ('work', 'VB')];['to', 'work'];None
1164;quickly;schnell;aktiv;6/C7;I;av;We have to work *quickly*.;;[('quickly', 'RB')];['quickly'];None
1165;ending;Ende, Schluss;passiv;6/C7;I;s;;;[('ending', 'VBG')];['ending'];None
1166;postcard;Postkarte;aktiv;6/C9;I;s;Can you send me a *postcard* from Greece?;;[('postcard', 'NN')];['postcard'];['887']
1167;to puzzle out;herausfinden, entschlüsseln;passiv;6/C9;I;ph;;;[('to', 'TO'), ('puzzle', 'VB'), ('out', 'RP')];['to', 'puzzle', 'out'];None
1168;See you soon! (informal);bis bald!;aktiv;6/C9;I;ph;Bye! - *See you soon*!;;[('See', 'VB'), ('you', 'PRP'), ('soon', 'RB'), ('!', '.'), ('(', '('), ('informal', 'JJ'), (')', ')')];['See', 'you', 'soon', '!', '(', 'informal', ')'];None
1169;to look forward to doing sth;sich darauf freuen, etw zu tun;aktiv;6/C9;I;ph;*I'm looking forward to going to the beach*.;;[('to', 'TO'), ('look', 'VB'), ('forward', 'RB'), ('to', 'TO'), ('doing', 'VBG'), ('sth', 'NN')];['to', 'look', 'forward', 'to', 'doing', 'sth'];None
1170;to look forward to sth;sich auf etw freuen;aktiv;6/C9;I;ph;*I'm looking forward to the party*.;;[('to', 'TO'), ('look', 'VB'), ('forward', 'RB'), ('to', 'TO'), ('sth', 'VB')];['to', 'look', 'forward', 'to', 'sth'];None
1171;to wish;wünschen;aktiv;6/C9;I;v;;;[('to', 'TO'), ('wish', 'VB')];['to', 'wish'];None
1172;Wish you were here!;(ich) wünschte, du wärst hier!;passiv;6/C9;I;ph;;;[('Wish', 'JJ'), ('you', 'PRP'), ('were', 'VBD'), ('here', 'RB'), ('!', '.')];['Wish', 'you', 'were', 'here', '!'];None
1173;love;Liebe, hier: alles Liebe (Briefschlussformel);passiv;6/C9;I;s;;;[('love', 'NN')];['love'];None
1174;to send;(zu)schicken;aktiv;6/C11;I;irr;Please *send* me a letter from London.;;[('to', 'TO'), ('send', 'VB')];['to', 'send'];None
1175;souvenir;Andenken, Souvenir;passiv;1/A;II;s;;;[('souvenir', 'NN')];['souvenir'];['892', '897', '900']
1176;as ... as;so ... wie;aktiv;1/A1;II;ph;John is *as* tall *as* Mark.;ID 1389846;[('as', 'RB'), ('...', ':'), ('as', 'IN')];['a', '...', 'a'];['892', '893', '904']
1177;most;(die) meisten;aktiv;1/A1;II;a;*Most* children like chocolate.;;[('most', 'JJS')];['most'];None
1178;to organize;organisieren, hier: ordnen;aktiv;1/A1;II;v;;;[('to', 'TO'), ('organize', 'VB')];['to', 'organize'];None
1179;back;(wieder) zurück;aktiv;1/A2;II;av;It’s September. The pupils are *back* from holiday.;;[('back', 'RB')];['back'];None
1180;to complete;vervollständigen, ausfüllen;aktiv;1/A2;II;v;*Complete* the grid.;;[('to', 'TO'), ('complete', 'VB')];['to', 'complete'];None
1181;grid;Gitter(netz), hier: Tabelle;aktiv;1/A2;II;s;Complete the *grid*.;;[('grid', 'NN')];['grid'];None
1182;whose;wessen;aktiv;1/A2;II;p;;ID 4754620;[('whose', 'WP$')];['whose'];None
1183;which;welche(r, s);aktiv;1/A2;II;d;;;[('which', 'WDT')];['which'];None
1184;best;am liebsten/am meisten;aktiv;1/A2;II;av;I like a holiday by the sea *best*.;;[('best', 'JJS')];['best'];None
1185;to prepare;vorbereiten, erstellen;aktiv;1/A3;II;v;At the weekend, Lynn *prepares* breakfast for her parents.;;[('to', 'TO'), ('prepare', 'VB')];['to', 'prepare'];None
1186;to ask (for sth);(um etw) bitten;aktiv;1/A3;II;v;You can *ask* Sarah *for* help.;;[('to', 'TO'), ('ask', 'VB'), ('(', '('), ('for', 'IN'), ('sth', 'NN'), (')', ')')];['to', 'ask', '(', 'for', 'sth', ')'];['898']
1187;to collect;sammeln, hier: aufheben;aktiv;1/A3;II;v;The teacher *collected* the pupils’ homework.;;[('to', 'TO'), ('collect', 'VB')];['to', 'collect'];['892']
